country,year,gdppc,elepc,laggdppc,lagelepc
Lower middle income,2007,1.4950920845436253,-0.5516581388415901,1.5237098934454232,-0.531248761887833
Lower middle income,2006,1.4424155543449262,-0.5987861851722819,1.4950920845436253,-0.5516581388415901
Lower middle income,2005,1.3898846823169457,-0.6577067448280763,1.4424155543449262,-0.5987861851722819
Lower middle income,2004,1.3409243051088102,-0.697088581073042,1.3898846823169457,-0.6577067448280763
Middle East & North Africa,2014,2.859283341219552,1.0561449597390369,,
Middle East & North Africa,2013,2.850905341907294,1.0223703894556369,2.859283341219552,1.0561449597390369
Middle East & North Africa,2012,2.8466690760454725,1.004991209624941,2.850905341907294,1.0223703894556369
Middle East & North Africa,2011,2.8311436125816787,0.9840818170785642,2.8466690760454725,1.004991209624941
Middle East & North Africa,2010,2.821473253694273,0.9716328574453471,2.8311436125816787,0.9840818170785642
Middle East & North Africa,2009,2.7934323985855025,0.8978465165455567,2.821473253694273,0.9716328574453471
Middle East & North Africa,2008,2.80599733502067,0.8758834181702618,2.7934323985855025,0.8978465165455567
Middle East & North Africa,2007,2.7839225119273157,0.8417332475951365,2.80599733502067,0.8758834181702618
Middle East & North Africa,2006,2.7547040589113214,0.8116600891412226,2.7839225119273157,0.8417332475951365
Middle East & North Africa,2005,2.7195016753775922,0.7587363789987778,2.7547040589113214,0.8116600891412226
Middle East & North Africa,2004,2.690694595262458,0.721317575662904,2.7195016753775922,0.7587363789987778
Middle East & North Africa (excluding high income),2014,2.4549100307572718,0.5229657423330762,,
Middle East & North Africa (excluding high income),2013,2.450725665398057,0.5079865823370346,2.4549100307572718,0.5229657423330762
Middle East & North Africa (excluding high income),2012,2.451918162436158,0.4878412494569679,2.450725665398057,0.5079865823370346
Middle East & North Africa (excluding high income),2011,2.445156626643527,0.49443993413421605,2.451918162436158,0.4878412494569679
Middle East & North Africa (excluding high income),2010,2.4694385192209154,0.4781522908352286,2.445156626643527,0.49443993413421605
Middle East & North Africa (excluding high income),2009,2.4366374145412633,0.39520634264587945,2.4694385192209154,0.4781522908352286
Middle East & North Africa (excluding high income),2008,2.4287886528134437,0.37168519248610454,2.4366374145412633,0.39520634264587945
Middle East & North Africa (excluding high income),2007,2.4115071328953146,0.34604113066525216,2.4287886528134437,0.37168519248610454
Middle East & North Africa (excluding high income),2006,2.3704680453799036,0.3207670876548652,2.4115071328953146,0.34604113066525216
Middle East & North Africa (excluding high income),2005,2.3341968352975733,0.26450308244611415,2.3704680453799036,0.3207670876548652
Middle East & North Africa (excluding high income),2004,2.3074172621066524,0.24362554395889524,2.3341968352975733,0.26450308244611415
Middle East & North Africa (IDA & IBRD countries),2014,2.462559083733535,0.5229657423330762,,
Middle East & North Africa (IDA & IBRD countries),2013,2.4580797433387596,0.5079865823370346,2.462559083733535,0.5229657423330762
Middle East & North Africa (IDA & IBRD countries),2012,2.4588351929075234,0.4878412494569679,2.4580797433387596,0.5079865823370346
Middle East & North Africa (IDA & IBRD countries),2011,2.4524710238915044,0.49443993413421605,2.4588351929075234,0.4878412494569679
Middle East & North Africa (IDA & IBRD countries),2010,2.4769675383149177,0.4781522908352286,2.4524710238915044,0.49443993413421605
Middle East & North Africa (IDA & IBRD countries),2009,2.443943740379474,0.39520634264587945,2.4769675383149177,0.4781522908352286
Middle East & North Africa (IDA & IBRD countries),2008,2.43657005401715,0.37168519248610454,2.443943740379474,0.39520634264587945
Middle East & North Africa (IDA & IBRD countries),2007,2.418729302763738,0.34604113066525216,2.43657005401715,0.37168519248610454
Middle East & North Africa (IDA & IBRD countries),2006,2.377275544602662,0.3207670876548652,2.418729302763738,0.34604113066525216
Middle East & North Africa (IDA & IBRD countries),2005,2.340441474313036,0.26450308244611415,2.377275544602662,0.3207670876548652
Middle East & North Africa (IDA & IBRD countries),2004,2.313861205833908,0.24362554395889524,2.340441474313036,0.26450308244611415
Middle income,2014,2.3012432264176668,0.7245214934867895,,
Middle income,2013,2.2652706748742872,0.6988006157558637,2.3012432264176668,0.7245214934867895
Middle income,2012,2.2254829881559584,0.6529311710188397,2.2652706748742872,0.6988006157558637
Middle income,2011,2.185063603930433,0.6189979195804509,2.2254829881559584,0.6529311710188397
Middle income,2010,2.139073530741794,0.5495308524578315,2.185063603930433,0.6189979195804509
Middle income,2009,2.0796901828596006,0.46746037923346784,2.139073530741794,0.5495308524578315
Middle income,2008,2.062035775561859,0.4444363456127849,2.0796901828596006,0.46746037923346784
Middle income,2007,2.019464522448169,0.4166530771642245,2.062035775561859,0.4444363456127849
Middle income,2006,1.9494300172598846,0.3456857680664432,2.019464522448169,0.4166530771642245
Middle income,2005,1.8839630502195115,0.2677850981462731,1.9494300172598846,0.3456857680664432
Middle income,2004,1.8273945293381941,0.21079474351340516,1.8839630502195115,0.2677850981462731
North America,2014,3.935292302677413,2.584008973876244,,
North America,2013,3.9184267809559317,2.5859516210797837,3.935292302677413,2.584008973876244
North America,2012,3.9070493880366604,2.580156227825704,3.9184267809559317,2.5859516210797837
North America,2011,3.8930121926402848,2.6015033928466584,3.9070493880366604,2.580156227825704
North America,2010,3.8838523660410065,2.6086438363734734,3.8930121926402848,2.6015033928466584
North America,2009,3.8652912572686904,2.577513521582477,3.8838523660410065,2.6086438363734734
North America,2008,3.9026237965074078,2.6341144652526975,3.8652912572686904,2.577513521582477
North America,2007,3.9140728085788155,2.6358615595623114,3.9026237965074078,2.6341144652526975
North America,2006,3.905741502526047,2.6298126953277907,3.9140728085788155,2.6358615595623114
North America,2005,3.8889295914957422,2.640539064976459,3.905741502526047,2.6298126953277907
North America,2004,3.865422059494779,2.6223127318451804,3.8889295914957422,2.640539064976459
OECD members,2014,3.6312583356117725,2.0777219590752196,,
OECD members,2013,3.616334143969923,2.0888893903013064,3.6312583356117725,2.0777219590752196
OECD members,2012,3.6071777485231653,2.0924471122282484,3.616334143969923,2.0888893903013064
OECD members,2011,3.5998780441761324,2.1015848547560387,3.6071777485231653,2.0924471122282484
OECD members,2010,3.5848743509663543,2.1123830657330993,3.5998780441761324,2.1015848547560387
OECD members,2009,3.5609196714839486,2.073128023882481,3.5848743509663543,2.1123830657330993
OECD members,2008,3.603736721828621,2.120381024879806,3.5609196714839486,2.073128023882481
OECD members,2007,3.608690477366194,2.1256415585718806,3.603736721828621,2.120381024879806
OECD members,2006,3.5902989641283645,2.1158547659474602,3.608690477366194,2.1256415585718806
OECD members,2005,3.5668451392544904,2.1154468318594652,3.5902989641283645,2.1158547659474602
OECD members,2004,3.545847504636145,2.098708013574294,3.5668451392544904,2.1154468318594652
Post-demographic dividend,2014,3.697912673474103,2.1857173487658264,,
Post-demographic dividend,2013,3.6836925275343346,2.1974780064692667,3.697912673474103,2.1857173487658264
Post-demographic dividend,2012,3.6748501502917064,2.1987439368706316,3.6836925275343346,2.1974780064692667
Post-demographic dividend,2011,3.668045608621996,2.2085567348070647,3.6748501502917064,2.1987439368706316
Post-demographic dividend,2010,3.6543947611639442,2.2218394685164937,3.668045608621996,2.2085567348070647
Post-demographic dividend,2009,3.629850442551346,2.1802670461248335,3.6543947611639442,2.2218394685164937
Post-demographic dividend,2008,3.671551937991225,2.2270923042983677,3.629850442551346,2.1802670461248335
Post-demographic dividend,2007,3.6752548890233334,2.232198950733706,3.671551937991225,2.2270923042983677
Post-demographic dividend,2006,3.6555136254631906,2.222265073887248,3.6752548890233334,2.232198950733706
Post-demographic dividend,2005,3.6316652565108356,2.2219657320059674,3.6555136254631906,2.222265073887248
Post-demographic dividend,2004,3.6099158061970362,2.204096074879038,3.6316652565108356,2.2219657320059674
Pre-demographic dividend,2014,1.2586638139849473,-1.3873070388693403,,
Pre-demographic dividend,2013,1.2424863860615774,-1.3942987822454678,1.2586638139849473,-1.3873070388693403
Pre-demographic dividend,2012,1.2119373708497378,-1.4653855113902714,1.2424863860615774,-1.3942987822454678
Pre-demographic dividend,2011,1.185235307197933,-1.4525295808482022,1.2119373708497378,-1.4653855113902714
Pre-demographic dividend,2010,1.1658490578755294,-1.4938944042086473,1.185235307197933,-1.4525295808482022
Pre-demographic dividend,2009,1.133065498663934,-1.6456895814503891,1.1658490578755294,-1.4938944042086473
Pre-demographic dividend,2008,1.1123472978933397,-1.671642172051245,1.133065498663934,-1.6456895814503891
Pre-demographic dividend,2007,1.0756986637208954,-1.646164944861882,1.1123472978933397,-1.671642172051245
Pre-demographic dividend,2006,1.0433215081820189,-1.6373274314611432,1.0756986637208954,-1.646164944861882
Pre-demographic dividend,2005,1.0021453462320669,-1.6841987678917785,1.0433215081820189,-1.6373274314611432
Pre-demographic dividend,2004,0.9673016707175973,-1.595118960442935,1.0021453462320669,-1.6841987678917785
South Asia,2014,1.613844364543958,-0.3460275224445804,,
South Asia,2013,1.559816357721327,-0.3911046848512969,1.613844364543958,-0.3460275224445804
South Asia,2012,1.5144508004671613,-0.4465671873125402,1.559816357721327,-0.3911046848512969
South Asia,2011,1.4750901857583076,-0.48067493495363883,1.5144508004671613,-0.4465671873125402
South Asia,2010,1.43956265088319,-0.5557618081562281,1.4750901857583076,-0.48067493495363883
South Asia,2009,1.3809684665777997,-0.6195185267596203,1.43956265088319,-0.5557618081562281
South Asia,2008,1.3274989462975981,-0.6816398871264147,1.3809684665777997,-0.6195185267596203
South Asia,2007,1.3110822191742277,-0.7042002605564636,1.3274989462975981,-0.6816398871264147
South Asia,2006,1.256342603334253,-0.7576929983896755,1.3110822191742277,-0.7042002605564636
South Asia,2005,1.1981161953791342,-0.8386396562994178,1.256342603334253,-0.7576929983896755
South Asia,2004,1.1400850122659718,-0.880872554359396,1.1981161953791342,-0.8386396562994178
South Asia (IDA & IBRD),2014,1.613844364543958,-0.3460275224445804,,
South Asia (IDA & IBRD),2013,1.559816357721327,-0.3911046848512969,1.613844364543958,-0.3460275224445804
South Asia (IDA & IBRD),2012,1.5144508004671613,-0.4465671873125402,1.559816357721327,-0.3911046848512969
South Asia (IDA & IBRD),2011,1.4750901857583076,-0.48067493495363883,1.5144508004671613,-0.4465671873125402
South Asia (IDA & IBRD),2010,1.43956265088319,-0.5557618081562281,1.4750901857583076,-0.48067493495363883
South Asia (IDA & IBRD),2009,1.3809684665777997,-0.6195185267596203,1.43956265088319,-0.5557618081562281
South Asia (IDA & IBRD),2008,1.3274989462975981,-0.6816398871264147,1.3809684665777997,-0.6195185267596203
South Asia (IDA & IBRD),2007,1.3110822191742277,-0.7042002605564636,1.3274989462975981,-0.6816398871264147
South Asia (IDA & IBRD),2006,1.256342603334253,-0.7576929983896755,1.3110822191742277,-0.7042002605564636
South Asia (IDA & IBRD),2005,1.1981161953791342,-0.8386396562994178,1.256342603334253,-0.7576929983896755
South Asia (IDA & IBRD),2004,1.1400850122659718,-0.880872554359396,1.1981161953791342,-0.8386396562994178
Sub-Saharan Africa,2014,1.2564200167736532,-0.733284544248435,,
Sub-Saharan Africa,2013,1.2353390080559712,-0.7217084594539768,1.2564200167736532,-0.733284544248435
Sub-Saharan Africa,2012,1.2101494454479473,-0.7111927933168393,1.2353390080559712,-0.7217084594539768
Sub-Saharan Africa,2011,1.1982690640192313,-0.6802699810980567,1.2101494454479473,-0.7111927933168393
Sub-Saharan Africa,2010,1.1769355101386696,-0.6881818838035308,1.1982690640192313,-0.6802699810980567
Sub-Saharan Africa,2009,1.1473344998576378,-0.7170558601104077,1.1769355101386696,-0.6881818838035308
Sub-Saharan Africa,2008,1.140265968023513,-0.6714440354235435,1.1473344998576378,-0.7170558601104077
Sub-Saharan Africa,2007,1.1136509931748864,-0.626676384523505,1.140265968023513,-0.6714440354235435
Sub-Saharan Africa,2006,1.0760560989945052,-0.6445730403558882,1.1136509931748864,-0.626676384523505
Sub-Saharan Africa,2005,1.0425688200693386,-0.6534942448071801,1.0760560989945052,-0.6445730403558882
Sub-Saharan Africa,2004,1.008572576543675,-0.6613970394152592,1.0425688200693386,-0.6534942448071801
Sub-Saharan Africa (excluding high income),2014,1.2558698982531076,-0.733284544248435,,
Sub-Saharan Africa (excluding high income),2013,1.2347872445978958,-0.7217084594539768,1.2558698982531076,-0.733284544248435
Sub-Saharan Africa (excluding high income),2012,1.2096023457727048,-0.7111927933168374,1.2347872445978958,-0.7217084594539768
Sub-Saharan Africa (excluding high income),2011,1.1977061765496568,-0.6802699810980567,1.2096023457727048,-0.7111927933168374
Sub-Saharan Africa (excluding high income),2010,1.1763973719065892,-0.6881818838035308,1.1977061765496568,-0.6802699810980567
Sub-Saharan Africa (excluding high income),2009,1.1467968844853855,-0.7170558601104077,1.1763973719065892,-0.6881818838035308
Sub-Saharan Africa (excluding high income),2008,1.13970059255267,-0.6714440354235435,1.1467968844853855,-0.7170558601104077
Sub-Saharan Africa (excluding high income),2007,1.113032866230463,-0.626676384523505,1.13970059255267,-0.6714440354235435
Sub-Saharan Africa (excluding high income),2006,1.0754650931541738,-0.6445730403558882,1.113032866230463,-0.626676384523505
Sub-Saharan Africa (excluding high income),2005,1.041998989925707,-0.6534942448071801,1.0754650931541738,-0.6445730403558882
Sub-Saharan Africa (excluding high income),2004,1.0080223941794564,-0.6613970394152592,1.041998989925707,-0.6534942448071801
Sub-Saharan Africa (IDA & IBRD countries),2014,1.2564200167736532,-0.733284544248435,,
Sub-Saharan Africa (IDA & IBRD countries),2013,1.2353390080559712,-0.7217084594539768,1.2564200167736532,-0.733284544248435
Sub-Saharan Africa (IDA & IBRD countries),2012,1.2101494454479473,-0.7111927933168374,1.2353390080559712,-0.7217084594539768
Sub-Saharan Africa (IDA & IBRD countries),2011,1.1982690640192313,-0.6802699810980567,1.2101494454479473,-0.7111927933168374
Sub-Saharan Africa (IDA & IBRD countries),2010,1.1769355101386696,-0.6881818838035308,1.1982690640192313,-0.6802699810980567
Sub-Saharan Africa (IDA & IBRD countries),2009,1.1473344998576378,-0.7170558601104077,1.1769355101386696,-0.6881818838035308
Sub-Saharan Africa (IDA & IBRD countries),2008,1.140265968023513,-0.6714440354235435,1.1473344998576378,-0.7170558601104077
Sub-Saharan Africa (IDA & IBRD countries),2007,1.1136509931748864,-0.626676384523505,1.140265968023513,-0.6714440354235435
Sub-Saharan Africa (IDA & IBRD countries),2006,1.0760560989945052,-0.6445730403558882,1.1136509931748864,-0.626676384523505
Sub-Saharan Africa (IDA & IBRD countries),2005,1.0425688200693386,-0.6534942448071801,1.0760560989945052,-0.6445730403558882
Sub-Saharan Africa (IDA & IBRD countries),2004,1.008572576543675,-0.6613970394152592,1.0425688200693386,-0.6534942448071801
Upper middle income,2014,2.6884390926846087,1.2575309527891012,,
Upper middle income,2013,2.652607187673136,1.2309913524841354,2.6884390926846087,1.2575309527891012
Upper middle income,2012,2.6104809131080344,1.180642644230638,2.652607187673136,1.2309913524841354
Upper middle income,2011,2.565528257820985,1.1436668258644578,2.6104809131080344,1.180642644230638
Upper middle income,2010,2.511518043240877,1.0691532723006645,2.565528257820985,1.1436668258644578
Upper middle income,2009,2.4457940664617657,0.9795140295282101,2.511518043240877,1.0691532723006645
Upper middle income,2008,2.4331915587065547,0.9559114542244314,2.4457940664617657,0.9795140295282101
Upper middle income,2007,2.3819404834596654,0.9230560834604935,2.4331915587065547,0.9559114542244314
Upper middle income,2006,2.301576671921753,0.8428702783546281,2.3819404834596654,0.9230560834604935
Upper middle income,2005,2.227715378401103,0.7568793714163862,2.301576671921753,0.8428702783546281
Upper middle income,2004,2.1651572463848825,0.6921630618857804,2.227715378401103,0.7568793714163862
World,2014,2.672722836709932,1.1402274882046193,,
World,2013,2.650099028558734,1.1333589792349705,2.672722836709932,1.1402274882046193
World,2012,2.628397464689737,1.113974253179529,2.650099028558734,1.1333589792349705
World,2011,2.6076466630904536,1.1051597539775846,2.628397464689737,1.113974253179529
World,2010,2.5799931124897704,1.083458672599334,2.6076466630904536,1.1051597539775846
World,2009,2.5410490280123184,1.0264855555300052,2.5799931124897704,1.083458672599334
World,2008,2.557217291967355,1.044082652138649,2.5410490280123184,1.0264855555300052
World,2007,2.5417730453992347,1.036570705395401,2.557217291967355,1.044082652138649
World,2006,2.502506729072652,1.0042768542372396,2.5417730453992347,1.036570705395401
World,2005,2.4635484754816255,0.975943952408912,2.502506729072652,1.0042768542372396
World,2004,2.4300719200672916,0.9462130394658722,2.4635484754816255,0.975943952408912
Albania,2014,2.3702973091500303,0.8369732456048442,,
Albania,2013,2.350681659936676,0.9295041801999284,2.3702973091500303,0.8369732456048442
Albania,2012,2.338899215237434,0.7506269925500977,2.350681659936676,0.9295041801999284
Albania,2011,2.3231475804574404,0.7910466960695725,2.338899215237434,0.7506269925500977
Albania,2010,2.2952771086094965,0.6644098680403902,2.3231475804574404,0.7910466960695725
Albania,2009,2.253884132362072,0.607417203545289,2.2952771086094965,0.6644098680403902
Albania,2008,2.214194091757867,0.4810326826505221,2.253884132362072,0.607417203545289
Albania,2007,2.1342000005868154,0.19319915506200416,2.214194091757867,0.4810326826505221
Albania,2006,2.068562601956092,0.19750581199832515,2.1342000005868154,0.19319915506200416
Albania,2005,2.004928422888307,0.5435287104098065,2.068562601956092,0.19750581199832515
Albania,2004,1.9459854350291803,0.5864109896329035,2.004928422888307,0.5435287104098065
Algeria,2014,2.601454690724238,0.30473426909392387,,
Algeria,2013,2.5842703813347168,0.24082316114372224,2.601454690724238,0.30473426909392387
Algeria,2012,2.5773309781189524,0.2086145891743566,2.5842703813347168,0.24082316114372224
Algeria,2011,2.5642063904913024,0.11199637845722402,2.5773309781189524,0.2086145891743566
Algeria,2010,2.554945850233034,0.012610982023145657,2.5642063904913024,0.11199637845722402
Algeria,2009,2.537462753931689,-0.14724097104557704,2.554945850233034,0.012610982023145657
Algeria,2008,2.538479268025565,-0.05788789272409278,2.537462753931689,-0.14724097104557704
Algeria,2007,2.5313651057883493,-0.1156192315660006,2.538479268025565,-0.05788789272409278
Algeria,2006,2.5135330767289736,-0.1520631811588145,2.5313651057883493,-0.1156192315660006
Algeria,2005,2.511425582315582,-0.12000660754054607,2.5135330767289736,-0.1520631811588145
Algeria,2004,2.467860930858214,-0.22226355376126042,2.511425582315582,-0.12000660754054607
Angola,2014,1.919631589009421,-1.1632275573360251,,
Angola,2013,1.9073862590930195,-1.2715291438088163,1.919631589009421,-1.1632275573360251
Angola,2012,1.8943469020358972,-1.517057677744005,1.9073862590930195,-1.2715291438088163
Angola,2011,1.8479734958823568,-1.574885488078664,1.8943469020358972,-1.517057677744005
Angola,2010,1.8495463415173932,-1.5782271836759527,1.8479734958823568,-1.574885488078664
Angola,2009,1.8377988292255336,-1.6662111025373372,1.8495463415173932,-1.5782271836759527
Angola,2008,1.8649165725815433,-1.7609611557943028,1.8377988292255336,-1.6662111025373372
Angola,2007,1.7946954129330985,-2.0198054134424974,1.8649165725815433,-1.7609611557943028
Angola,2006,1.6992246614575637,-1.9385540883255414,1.7946954129330985,-2.0198054134424974
Angola,2005,1.6256042950150227,-2.219804200174539,1.6992246614575637,-1.9385540883255414
Angola,2004,1.521349943660518,-2.4414312955486586,1.6256042950150227,-2.219804200174539
Argentina,2014,2.933726432956495,1.1159222486942122,,
Argentina,2013,2.9695007300400498,1.0797249703384915,2.933726432956495,1.1159222486942122
Argentina,2012,2.9562049821953704,1.0901418399877076,2.9695007300400498,1.0797249703384915
Argentina,2011,2.977025989159016,1.0651497856844168,2.9562049821953704,1.0901418399877076
Argentina,2010,2.929168400232994,1.0463560191123777,2.977025989159016,1.0651497856844168
Argentina,2009,2.8430692579041668,0.9965560971043004,2.929168400232994,1.0463560191123777
Argentina,2008,2.914352055434282,1.012360902475075,2.8430692579041668,0.9965560971043004
Argentina,2007,2.884840172523959,0.8912149106628908,2.914352055434282,1.012360902475075
Argentina,2006,2.8089366164269323,0.8577938338332316,2.884840172523959,0.8912149106628908
Argentina,2005,2.742044363563434,0.8725034761877297,2.8089366164269323,0.8577938338332316
Argentina,2004,2.6679328551600374,0.8238647895452558,2.742044363563434,0.8725034761877297
Armenia,2014,2.075824749892711,0.6758910120227204,,
Armenia,2013,2.0448409213282,0.6595821043564082,2.075824749892711,0.6758910120227204
Armenia,2012,2.0163862509649606,0.6384417555315329,2.0448409213282,0.6595821043564082
Armenia,2011,1.9490628801692789,0.5920191954302804,2.0163862509649606,0.6384417555315329
Armenia,2010,1.9025325116419893,0.5459598586841072,1.9490628801692789,0.5920191954302804
Armenia,2009,1.8768607806557887,0.5074327477633543,1.9025325116419893,0.5459598586841072
Armenia,2008,2.0226544534520317,0.5122618971246966,1.8768607806557887,0.5074327477633543
Armenia,2007,1.947427148681299,0.572613742695581,2.0226544534520317,0.5122618971246966
Armenia,2006,1.8099637923685112,0.49450248612846875,1.947427148681299,0.572613742695581
Armenia,2005,1.6783321381488652,0.41969987190756664,1.8099637923685112,0.49450248612846875
Armenia,2004,1.5420119682116475,0.36490199022175346,1.6783321381488652,0.41969987190756664
Australia,2014,3.775056593043714,2.309699622453688,,
Australia,2013,3.7647106606825305,2.324433401099505,3.775056593043714,2.309699622453688
Australia,2012,3.7558696840625148,2.342549789618737,3.7647106606825305,2.324433401099505
Australia,2011,3.735146749297309,2.3634255846889394,3.7558696840625148,2.342549789618737
Australia,2010,3.724826547258632,2.372757232635316,3.735146749297309,2.3634255846889394
Australia,2009,3.720059911252989,2.378767414138004,3.724826547258632,2.372757232635316
Australia,2008,3.7216255979189943,2.374823012057609,3.720059911252989,2.378767414138004
Australia,2007,3.7057412326769454,2.395427843907573,3.7216255979189943,2.374823012057609
Australia,2006,3.6749106662579023,2.3504686121812894,3.7057412326769454,2.395427843907573
Australia,2005,3.661714833019282,2.3474102825719134,3.6749106662579023,2.3504686121812894
Australia,2004,3.6435078998169037,2.356582231901829,3.661714833019282,2.3474102825719134
Austria,2014,3.7897851602914683,2.1229609291809917,,
Austria,2013,3.791009598382786,2.141196298809902,3.7897851602914683,2.1229609291809917
Austria,2012,3.796648462440985,2.145800537475666,3.791009598382786,2.141196298809902
Austria,2011,3.794426439165762,2.131223387399721,3.796648462440985,2.145800537475666
Austria,2010,3.76898826389725,2.1261713889548997,3.794426439165762,2.131223387399721
Austria,2009,3.7531879681865807,2.072517135245457,3.76898826389725,2.1261713889548997
Austria,2008,3.7941802099194377,2.108152269955605,3.7531879681865807,2.072517135245457
Austria,2007,3.7828119874074724,2.105045292591194,3.7941802099194377,2.108152269955605
Austria,2006,3.749457188389577,2.109534418742204,3.7828119874074724,2.105045292591194
Austria,2005,3.7204478860387957,2.0766478426112966,3.749457188389577,2.109534418742204
Austria,2004,3.7050679775567685,2.0551690579408652,3.7204478860387957,2.0766478426112966
Azerbaijan,2014,2.816312832822868,0.78954491344055,,
Azerbaijan,2013,2.8089922955002464,0.7383769763376531,2.816312832822868,0.78954491344055
Azerbaijan,2012,2.765577827946893,0.7191321115089508,2.8089922955002464,0.7383769763376531
Azerbaijan,2011,2.7571039725949595,0.5338141311273872,2.765577827946893,0.7191321115089508
Azerbaijan,2010,2.7694749706603545,0.47214594164553203,2.7571039725949595,0.5338141311273872
Azerbaijan,2009,2.733970891218898,0.4826652687401694,2.7694749706603545,0.47214594164553203
Azerbaijan,2008,2.664794291016087,0.7133225008716847,2.733970891218898,0.4826652687401694
Azerbaijan,2007,2.583485183904179,0.7505716414568384,2.664794291016087,0.7133225008716847
Azerbaijan,2006,2.37128826787653,0.936989512154031,2.583485183904179,0.7505716414568384
Azerbaijan,2005,2.0858801242078524,0.8706189688430702,2.37128826787653,0.936989512154031
Azerbaijan,2004,1.861821478012841,0.8250294081239028,2.0858801242078524,0.8706189688430702
Bahrain,2014,3.780486058186005,2.975133158546666,,
Bahrain,2013,3.7537351439621744,2.927865303467346,3.780486058186005,2.975133158546666
Bahrain,2012,3.712604115072773,2.8817504070429236,3.7537351439621744,2.927865303467346
Bahrain,2011,3.692985580933208,2.8854117271695836,3.712604115072773,2.8817504070429236
Bahrain,2010,3.7030420812926486,2.8924954427629106,3.692985580933208,2.8854117271695836
Bahrain,2009,3.706650126417824,2.8599315762557787,3.7030420812926486,2.8924954427629106
Bahrain,2008,3.742850187573591,2.917338289576565,3.706650126417824,2.8599315762557787
Bahrain,2007,3.755496116050679,3.0249463667914847,3.742850187573591,2.917338289576565
Bahrain,2006,3.7535682912641732,3.0684459006627764,3.755496116050679,3.0249463667914847
Bahrain,2005,3.765882315794997,3.0599060614398335,3.7535682912641732,3.0684459006627764
Bahrain,2004,3.769429086799994,2.9435435508162535,3.765882315794997,3.0599060614398335
Bangladesh,2014,1.0895853417996069,-1.1699217574145166,,
Bangladesh,2013,1.0423124481084547,-1.2284361840028424,1.0895853417996069,-1.1699217574145166
Bangladesh,2012,0.9956883374746495,-1.2914498963554075,1.0423124481084547,-1.2284361840028424
Bangladesh,2011,0.9442366400252271,-1.3562138574866052,0.9956883374746495,-1.2914498963554075
Bangladesh,2010,0.8931158109462861,-1.4278227238068792,0.9442366400252271,-1.3562138574866052
Bangladesh,2009,0.8500935641206915,-1.5175788663487868,0.8931158109462861,-1.4278227238068792
Bangladesh,2008,0.8118936334854928,-1.6032130416168169,0.8500935641206915,-1.5175788663487868
Bangladesh,2007,0.764757819646853,-1.6102823063688378,0.8118936334854928,-1.6032130416168169
Bangladesh,2006,0.7086621940054963,-1.6559245434058374,0.764757819646853,-1.6102823063688378
Bangladesh,2005,0.6574882632404587,-1.7679574810120233,0.7086621940054963,-1.6559245434058374
Bangladesh,2004,0.6090925083458457,-1.8309992119855292,0.6574882632404587,-1.7679574810120233
Belarus,2014,2.8866617017944085,1.3029070021830311,,
Belarus,2013,2.8704442058598394,1.2942671879806564,2.8866617017944085,1.3029070021830311
Belarus,2012,2.8606181966223807,1.3076291894483556,2.8704442058598394,1.2942671879806564
Belarus,2011,2.842971206969393,1.2888075688804783,2.8606181966223807,1.3076291894483556
Belarus,2010,2.7887445536366275,1.270781867513719,2.842971206969393,1.2888075688804783
Belarus,2009,2.7119495523699544,1.1935295450392045,2.7887445536366275,1.270781867513719
Belarus,2008,2.7077219899245737,1.2475331788393973,2.7119495523699544,1.1935295450392045
Belarus,2007,2.6071411322421727,1.2219822177468316,2.7077219899245737,1.2475331788393973
Belarus,2006,2.520051375116244,1.213719708093676,2.6071411322421727,1.2219822177468316
Belarus,2005,2.418618281857142,1.1772300085480971,2.520051375116244,1.213719708093676
Belarus,2004,2.3219475070063584,1.1550093492224847,2.418618281857142,1.1772300085480971
Belgium,2014,3.7219426978387933,2.0424044428293087,,
Belgium,2013,3.7139132793571172,2.078149689176998,3.7219426978387933,2.0424044428293087
Belgium,2012,3.7166220730896677,2.078006092401437,3.7139132793571172,2.078149689176998
Belgium,2011,3.7204786736196884,2.083034919183118,3.7166220730896677,2.078006092401437
Belgium,2010,3.7156654229592467,2.127511163376766,3.7204786736196884,2.083034919183118
Belgium,2009,3.6977294695956067,2.0673633276964463,3.7156654229592467,2.127511163376766
Belgium,2008,3.7285649300556583,2.1425919990666706,3.6977294695956067,2.0673633276964463
Belgium,2007,3.7286634769455973,2.1534676671367454,3.7285649300556583,2.1425919990666706
Belgium,2006,3.7020984869473264,2.161444398351806,3.7286634769455973,2.1534676671367454
Belgium,2005,3.683941554735432,2.1412415986471545,3.7020984869473264,2.161444398351806
Belgium,2004,3.6687156691290936,2.1489936646854697,3.683941554735432,2.1412415986471545
Benin,2014,0.6936856800488662,-2.300323760221728,,
Benin,2013,0.6599259702427973,-2.3355532856719843,0.6936856800488662,-2.300323760221728
Benin,2012,0.6183983745510923,-2.3738435344750894,0.6599259702427973,-2.3355532856719843
Benin,2011,0.5993279699444116,-2.3910275279027213,0.6183983745510923,-2.3738435344750894
Benin,2010,0.5981651003425469,-2.349231622679954,0.5993279699444116,-2.3910275279027213
Benin,2009,0.6053437594178749,-2.4318603354497075,0.5981651003425469,-2.349231622679954
Benin,2008,0.6104112579621012,-2.4493181072760546,0.6053437594178749,-2.4318603354497075
